date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:38:11	327/327	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2001%20Aug%202018%2010:38:08%20GMT	http://www.moezkrichen.tn/robots.txt		(from )
11:38:11	31103/31103	U-----	200	untouched ('OK')	text/html	date:Wed,%2031%20Jan%202018%2007:20:52%20GMT	http://www.moezkrichen.tn/	C:/Users/dell/Desktop/tt/www.moezkrichen.tn/index.html	(from )
11:38:11	337/337	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2001%20Aug%202018%2010:38:08%20GMT	http://www.moezkrichen.tn/apple-touch-icon.png	C:/Users/dell/Desktop/tt/www.moezkrichen.tn/apple-touch-icon.0.delayed	(from http://www.moezkrichen.tn/)
11:38:11	1079/1079	U-----	200	untouched ('')	image/png	date:Sun,%2029%20Oct%202017%2017:50:54%20GMT	http://www.moezkrichen.tn/assets/images/ic.png	C:/Users/dell/Desktop/tt/www.moezkrichen.tn/assets/images/ic.png	(from http://www.moezkrichen.tn/)
11:38:11	344/344	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2001%20Aug%202018%2010:38:09%20GMT	http://www.moezkrichen.tn/assets/images/signature.png	C:/Users/dell/Desktop/tt/www.moezkrichen.tn/assets/images/signature.1.delayed	(from http://www.moezkrichen.tn/)
11:38:12	339/339	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2001%20Aug%202018%2010:38:09%20GMT	http://www.moezkrichen.tn/assets/js/modernizr.js	C:/Users/dell/Desktop/tt/www.moezkrichen.tn/assets/js/modernizr.2.delayed	(from http://www.moezkrichen.tn/)
11:38:12	113498/113498	U-----	200	untouched ('OK')	text/css	date:Thu,%2014%20Jan%202016%2004:45:42%20GMT	http://www.moezkrichen.tn/assets/css/bootstrap.min.css	C:/Users/dell/Desktop/tt/www.moezkrichen.tn/assets/css/bootstrap.min.css	(from http://www.moezkrichen.tn/)
11:38:12	71531/71531	U-----	200	untouched ('OK')	text/css	date:Thu,%2021%20Jan%202016%2017:26:20%20GMT	http://www.moezkrichen.tn/assets/css/plugins.css	C:/Users/dell/Desktop/tt/www.moezkrichen.tn/assets/css/plugins.css	(from http://www.moezkrichen.tn/)
11:38:12	1060/1060	U-----	200	untouched ('OK')	text/css	date:Fri,%2030%20Dec%202016%2012:48:42%20GMT	http://www.moezkrichen.tn/assets/css/roboto-railway-webfont.css	C:/Users/dell/Desktop/tt/www.moezkrichen.tn/assets/css/roboto-railway-webfont.css	(from http://www.moezkrichen.tn/)
11:38:12	8362/8362	U-----	200	untouched ('OK')	text/css	date:Sat,%2006%20Feb%202016%2001:14:50%20GMT	http://www.moezkrichen.tn/assets/css/linearicons-web-font.css	C:/Users/dell/Desktop/tt/www.moezkrichen.tn/assets/css/linearicons-web-font.css	(from http://www.moezkrichen.tn/)
